Date,Price,Open,High,Low,Vol.,Change %
09/18/14,1226.9,1223.1,1228.7,1216.3,151.11K,-0.73%
09/19/14,1216.6,1225.6,1229.2,1214.2,173.50K,-0.84%
09/22/14,1217.9,1216.4,1221,1208.8,138.05K,0.11%
09/23/14,1222,1214.9,1237,1214.7,153.20K,0.34%
09/24/14,1219.5,1223.2,1226.7,1216.2,131.42K,-0.20%
09/25/14,1221.9,1217.3,1225.3,1206.6,186.35K,0.20%
09/26/14,1215.4,1222.1,1232.7,1212.8,149.45K,-0.53%
09/29/14,1218.8,1219.1,1223.9,1215.3,105.76K,0.28%
09/30/14,1211.6,1215.7,1220.7,1204.3,182.52K,-0.59%
10/01/14,1215.5,1209.4,1220,1205,146.54K,0.32%
10/02/14,1215.1,1213.4,1224,1209.1,148.82K,-0.03%
10/03/14,1192.9,1213.9,1215.7,1190.3,186.09K,-1.83%
10/06/14,1207.3,1192,1209.9,1183.3,147.76K,1.21%
10/07/14,1212.4,1207.8,1214.1,1203,142.51K,0.42%
10/08/14,1206,1209.8,1224.5,1205.1,192.01K,-0.53%
10/09/14,1225.3,1221.1,1234,1219.3,165.36K,1.60%
10/10/14,1221.7,1224,1225.7,1217.6,121.36K,-0.29%
10/13/14,1230,1224.8,1238,1223.6,119.92K,0.68%
10/14/14,1234.3,1237.3,1238.6,1231.1,113.55K,0.35%
10/15/14,1244.8,1233.3,1250.3,1222,258.10K,0.85%
10/16/14,1241.2,1242.2,1245.6,1235.2,180.59K,-0.29%
10/17/14,1239,1239.5,1242.1,1232,117.55K,-0.18%
10/20/14,1244.7,1239.1,1249.3,1234.9,96.27K,0.46%
10/21/14,1251.7,1246.8,1255.6,1245.7,151.08K,0.56%
10/22/14,1245.5,1248.9,1250.2,1240.7,113.41K,-0.50%
10/23/14,1229.1,1241.7,1244.9,1226.3,140.07K,-1.32%
10/24/14,1231.8,1233.5,1234.7,1228.7,93.37K,0.22%
10/27/14,1229.3,1230.6,1232.1,1225.2,86.31K,-0.20%
10/28/14,1229.4,1225.8,1235.5,1222.2,124.20K,0.01%
10/29/14,1224.9,1227.8,1230.4,1208.2,131.45K,-0.37%
10/30/14,1198.6,1211.2,1216.5,1195.5,210.42K,-2.15%
10/31/14,1171.6,1199.5,1202.4,1160.5,300.19K,-2.25%
11/03/14,1169.8,1171.1,1173.4,1161,129.44K,-0.15%
11/04/14,1167.7,1164.6,1175,1163.4,134.88K,-0.18%
11/05/14,1145.7,1168.4,1169.3,1137.1,261.12K,-1.88%
11/06/14,1142.6,1140.8,1149,1137.2,168.56K,-0.27%
11/07/14,1169.8,1141.2,1179,1130.4,298.01K,2.38%
11/10/14,1159.8,1176.8,1177.5,1146.7,198.95K,-0.85%
11/11/14,1163,1151.5,1172.5,1145.5,187.31K,0.28%
11/12/14,1159.1,1163,1169.4,1156.5,183.58K,-0.34%
11/13/14,1161.5,1161.1,1167.4,1153,187.70K,0.21%
11/14/14,1185.6,1161.8,1192.9,1146,293.65K,2.07%
11/17/14,1183.5,1185.5,1193.6,1180.8,199.52K,-0.18%
11/18/14,1197.1,1185.6,1204.1,1182.7,170.80K,1.15%
11/19/14,1193.9,1196.5,1201.7,1173.9,265.86K,-0.27%
11/20/14,1190.9,1183.1,1196.6,1176.2,187.48K,-0.25%
11/21/14,1197.7,1194,1207.6,1186.1,199.91K,0.57%
11/24/14,1195.7,1199.9,1203.8,1192.2,158.69K,-0.17%
11/25/14,1197.1,1197.7,1202.2,1189,210.75K,0.12%
11/26/14,1197.5,1201.6,1201.6,1194.6,121.78K,0.03%
11/27/14,1175.5,1197.8,1199.3,1163.9,254.47K,-1.84%
12/01/14,1218.1,1159.4,1221,1141.7,342.31K,3.62%
12/02/14,1199.4,1212.6,1212.6,1191.4,169.35K,-1.54%
12/03/14,1208.7,1197.6,1215,1193.5,145.11K,0.78%
12/04/14,1207.7,1209.3,1213.5,1201.1,117.72K,-0.08%
12/05/14,1190.4,1205.9,1208.5,1186.4,157.20K,-1.43%
12/08/14,1194.9,1191.2,1209.3,1187.3,107.51K,0.38%
12/09/14,1232,1203.8,1239,1199.5,241.26K,3.10%
12/10/14,1229.4,1231.2,1238.9,1225.2,143.32K,-0.21%
12/11/14,1225.6,1226.2,1233.4,1216.4,143.67K,-0.31%
12/12/14,1222.5,1227.9,1228.9,1214.8,121.18K,-0.25%
12/15/14,1207.7,1222,1225,1191.3,152.38K,-1.21%
12/16/14,1194.3,1195.4,1223.9,1187.8,231.51K,-1.11%
12/17/14,1194.5,1195.3,1203.1,1182,169.51K,0.02%
12/18/14,1194.8,1189.4,1213.9,1188.5,137.34K,0.03%
12/19/14,1196,1198,1201.5,1193.2,73.33K,0.10%
12/22/14,1179.8,1196,1203.6,1170.7,132.15K,-1.35%
12/23/14,1178,1176.1,1184.9,1172.4,105.53K,-0.15%
12/24/14,1173.5,1176.8,1181.2,1172.7,43.63K,-0.38%
12/26/14,1195.3,1175.2,1199.1,1175.2,67.18K,1.86%
12/29/14,1181.9,1194.9,1197.5,1178.6,85.91K,-1.12%
12/30/14,1200.4,1182.9,1210.9,1180.5,141.72K,1.57%
12/31/14,1184.1,1199.8,1203.9,1179.5,70.52K,-1.36%
01/02/15,1186.2,1184,1194.9,1167.3,120.68K,0.18%
01/05/15,1204,1187.8,1207.5,1177.8,149.11K,1.50%
01/06/15,1219.4,1204,1223.3,1201.6,190.36K,1.28%
01/07/15,1210.7,1219,1219.4,1209.1,117.09K,-0.71%
01/08/15,1208.5,1211,1216.8,1204.2,122.49K,-0.18%
01/09/15,1216.1,1208.9,1224,1207,155.98K,0.63%
01/12/15,1232.8,1223,1236,1217.5,138.52K,1.37%
01/13/15,1234.4,1233.1,1244.5,1227.4,179.65K,0.13%
01/14/15,1234.5,1231.2,1244.6,1224.9,193.11K,0.01%
01/15/15,1264.8,1229.7,1267.2,1226.1,288.79K,2.45%
01/16/15,1276.9,1263.5,1282.4,1255.2,219.41K,0.96%
01/19/15,1294.2,1280.7,1297.2,1272.1,249.78K,1.35%
01/21/15,1293.7,1295.3,1307,1284.6,210.39K,-0.04%
01/22/15,1300.7,1293.7,1307.8,1279.1,214.91K,0.54%
01/23/15,1292.6,1301.5,1302.9,1284.3,149.21K,-0.62%
01/26/15,1279.4,1292.8,1299.2,1275.6,168.89K,-1.02%
01/27/15,1291.7,1280.7,1297.4,1272,186.95K,0.96%
01/28/15,1285.9,1292,1293.3,1279,180.39K,-0.45%
01/29/15,1255.9,1284,1286.6,1252.1,243.65K,-2.33%
01/30/15,1279.2,1259,1285.4,1257.5,163.88K,1.86%
02/02/15,1276.9,1283,1283.9,1266.5,119.88K,-0.18%
02/03/15,1260.3,1275.6,1286.5,1255.8,181.99K,-1.30%
02/04/15,1264.5,1261.5,1273.3,1256.9,136.18K,0.33%
02/05/15,1262.7,1270.4,1274.6,1256.1,113.83K,-0.14%
02/06/15,1234.6,1266.4,1269,1228.2,205.10K,-2.23%
02/09/15,1241.5,1235.9,1243.6,1234.4,92.65K,0.56%
02/10/15,1232.2,1238.3,1245.9,1230.6,97.14K,-0.75%
02/11/15,1219.6,1234.1,1238.7,1216.5,116.28K,-1.02%
02/12/15,1220.7,1218.3,1232.8,1218,109.41K,0.09%
02/13/15,1227.1,1223,1234.9,1222.5,96.37K,0.52%
02/16/15,1208.6,1227.5,1236.7,1203.3,181.84K,-1.51%
02/18/15,1200.2,1209.3,1213.4,1197.2,121.13K,-0.70%
02/19/15,1207.6,1212.5,1222.9,1205.2,115.72K,0.62%
02/20/15,1204.9,1208,1215.3,1197.7,109.25K,-0.22%
02/23/15,1200.8,1203.5,1210.3,1190.6,115.22K,-0.34%
02/24/15,1197.3,1201.9,1204.4,1190,116.61K,-0.29%
02/25/15,1201.5,1200.8,1211.7,1200.7,106.08K,0.35%
02/26/15,1210.1,1203.9,1219.9,1203.4,137.28K,0.72%
02/27/15,1213.1,1208.8,1219.2,1204.1,113.77K,0.25%
03/02/15,1208.2,1213.8,1223,1204.2,133.10K,-0.40%
03/03/15,1204.4,1206.1,1214.4,1194.6,155.66K,-0.31%
03/04/15,1200.9,1203.8,1208.4,1197.7,107.56K,-0.29%
03/05/15,1196.2,1200.2,1208.9,1195.8,131.86K,-0.39%
03/06/15,1164.3,1197.5,1200,1162.9,214.80K,-2.67%
03/09/15,1166.5,1169.6,1174.4,1164.8,123.61K,0.19%
03/10/15,1160.1,1165.6,1169.6,1153.8,178.08K,-0.55%
03/11/15,1150.6,1161.1,1164.3,1146.5,161.56K,-0.82%
03/12/15,1151.9,1153.7,1165.7,1147.5,159.54K,0.11%
03/13/15,1152.4,1152.6,1160.9,1150.4,122.68K,0.04%
03/16/15,1153.2,1157.9,1163.3,1149.3,123.26K,0.07%
03/17/15,1148.2,1153.7,1159.3,1141.6,159.62K,-0.43%
03/18/15,1151.3,1148.1,1175.1,1144.9,188.48K,0.27%
03/19/15,1169,1166.1,1177,1158.6,157.06K,1.54%
03/20/15,1184.6,1170.4,1187.4,1167.9,167.53K,1.33%
03/23/15,1187.7,1183.2,1191,1178.6,162.53K,0.26%
03/24/15,1191.4,1188.5,1194.5,1184.7,162.92K,0.31%
03/25/15,1197,1192.5,1199.3,1186.1,185.93K,0.47%
03/26/15,1204.8,1195.4,1219.5,1193.8,245.37K,0.65%
03/27/15,1199.8,1203.8,1205.6,1191.7,172.26K,-0.42%
03/30/15,1185.3,1198.6,1199.6,1182.2,131.45K,-1.21%
03/31/15,1183.2,1185.5,1190.6,1178.2,114.97K,-0.18%
04/01/15,1208.2,1183.2,1208.7,1180.5,151.14K,2.11%
04/02/15,1200.9,1204.3,1207.4,1194.8,115.65K,-0.60%
04/06/15,1218.6,1212.6,1224.5,1212.6,106.01K,1.47%
04/07/15,1210.6,1214.7,1215.9,1207.5,85.86K,-0.66%
04/08/15,1203.1,1208.7,1212.5,1197.4,116.32K,-0.62%
04/09/15,1193.6,1202.6,1203.3,1192.4,110.16K,-0.79%
04/10/15,1204.6,1193.8,1210.6,1192.9,124.84K,0.92%
04/13/15,1199.3,1207.2,1209.3,1196.1,109.55K,-0.44%
04/14/15,1192.6,1198.8,1201.3,1183.5,161.06K,-0.56%
04/15/15,1201.3,1192.2,1204.4,1188.3,129.20K,0.73%
04/16/15,1198,1201.8,1208.8,1194.3,157.42K,-0.27%
04/17/15,1203.1,1198.6,1207.8,1197,111.55K,0.43%
04/20/15,1193.7,1204.4,1209,1190.8,137.02K,-0.78%
04/21/15,1203.1,1195.8,1203.7,1192.5,104.71K,0.79%
04/22/15,1186.9,1202.2,1204.4,1185,152.18K,-1.35%
04/23/15,1194.3,1186.9,1197.4,1183.6,118.11K,0.62%
04/24/15,1175,1193,1195.4,1174.1,156.38K,-1.62%
04/27/15,1203.2,1179.3,1206.7,1177.6,207.20K,2.40%
04/28/15,1213.9,1201.6,1214.9,1198.6,157.58K,0.89%
04/29/15,1210,1211.4,1213.5,1200.7,141.08K,-0.32%
04/30/15,1182.4,1204.5,1207.4,1176,212.93K,-2.28%
05/01/15,1174.5,1183.7,1184.4,1168.4,118.48K,-0.67%
05/04/15,1186.8,1176.6,1192.1,1176.6,107.75K,1.05%
05/05/15,1193.2,1187.5,1199.3,1184.9,109.75K,0.54%
05/06/15,1190.3,1192.5,1196.9,1187.4,105.95K,-0.24%
05/07/15,1182.2,1191.3,1192,1177.9,134.94K,-0.68%
05/08/15,1188.9,1183.7,1193,1180.5,143.61K,0.57%
05/11/15,1183,1189,1190.9,1178,128.10K,-0.50%
05/12/15,1192.4,1182.5,1196.3,1179.7,139.26K,0.79%
05/13/15,1218.2,1192.5,1218.5,1190.4,241.72K,2.16%
05/14/15,1225.2,1215,1227.7,1211.9,177.84K,0.57%
05/15/15,1225.3,1220.9,1225.8,1210.6,133.24K,0.01%
05/18/15,1227.6,1222.8,1232,1221.2,120.82K,0.19%
05/19/15,1206.7,1225.4,1225.5,1205.1,178.96K,-1.70%
05/20/15,1208.7,1207.7,1213.2,1202.7,127.89K,0.17%
05/21/15,1204.1,1209.4,1212.4,1200.8,139.67K,-0.38%
05/22/15,1204,1206,1214.6,1201,142.93K,-0.01%
05/25/15,1186.9,1205.2,1208.2,1184.8,244.62K,-1.42%
05/27/15,1185.6,1186.7,1190.4,1183,200.22K,-0.11%
05/28/15,1188.8,1188,1192.8,1180.2,150.00K,0.27%
05/29/15,1189.8,1188.1,1194.4,1186,102.17K,0.08%
06/01/15,1188.7,1189.8,1204.7,1184,171.25K,-0.09%
06/02/15,1194.4,1189.5,1196.4,1185.8,111.47K,0.48%
06/03/15,1184.9,1193.8,1195.6,1179.1,124.18K,-0.80%
06/04/15,1175.2,1185.8,1186.6,1172.4,155.46K,-0.82%
06/05/15,1168.1,1176.5,1178,1162.1,150.68K,-0.60%
06/08/15,1173.6,1170.8,1177.1,1168.5,107.09K,0.47%
06/09/15,1177.6,1173.2,1182.3,1171.8,91.63K,0.34%
06/10/15,1186.6,1175.8,1191.8,1174.3,124.68K,0.76%
06/11/15,1180.4,1185.7,1187.4,1174.8,114.93K,-0.52%
06/12/15,1179.2,1180.8,1183.7,1175.6,86.35K,-0.10%
06/15/15,1185.8,1180,1190.2,1171.9,129.83K,0.56%
06/16/15,1180.9,1185.3,1187.4,1175.4,100.20K,-0.41%
06/17/15,1176.8,1181.1,1188.8,1173.9,101.55K,-0.35%
06/18/15,1202,1184.2,1205.7,1183.1,190.69K,2.14%
06/19/15,1201.9,1201.8,1203.9,1198,86.06K,-0.01%
06/22/15,1184.1,1199.7,1200.8,1181.6,127.15K,-1.48%
06/23/15,1176.6,1185.3,1187.7,1175.6,122.25K,-0.63%
06/24/15,1172.9,1177.6,1179.7,1168.1,118.45K,-0.31%
06/25/15,1171.8,1174.1,1177.3,1170.5,88.85K,-0.09%
06/26/15,1173.2,1172.5,1178,1167.1,107.92K,0.12%
06/29/15,1179,1182.5,1187.6,1173.2,145.71K,0.49%
06/30/15,1171.8,1179.8,1180,1165.4,148.19K,-0.61%
07/01/15,1169.3,1172.4,1174.4,1166.7,95.18K,-0.21%
07/02/15,1163.5,1167.7,1169.2,1155.8,144.73K,-0.50%
07/03/15,1173.2,1173.2,1174.4,1161.9,141.90K,0.83%
07/07/15,1152.6,1168.8,1170,1146.8,198.53K,-1.76%
07/08/15,1163.5,1154,1163.8,1145.9,168.01K,0.95%
07/09/15,1159.2,1157.5,1166.9,1155.1,130.01K,-0.37%
07/10/15,1157.9,1158.7,1164.5,1156.4,112.57K,-0.11%
07/13/15,1155.4,1162.3,1163.9,1149.8,126.73K,-0.22%
07/14/15,1153.5,1157,1159.1,1151.8,109.14K,-0.16%
07/15/15,1147.4,1153.9,1155.8,1141.9,150.65K,-0.53%
07/16/15,1143.9,1146.2,1148.2,1140.6,125.70K,-0.31%
07/17/15,1131.9,1144.3,1144.5,1129.6,161.00K,-1.05%
07/20/15,1106.8,1132.4,1132.5,1080,261.35K,-2.22%
07/21/15,1103.5,1098,1108.8,1095.9,172.52K,-0.30%
07/22/15,1091.5,1100.1,1102.3,1085.6,182.18K,-1.09%
07/23/15,1094.1,1093.4,1104.9,1086.1,204.07K,0.24%
07/24/15,1085.5,1089.5,1100.9,1072.3,249.02K,-0.79%
07/27/15,1096.4,1098.6,1104.4,1087.7,191.96K,1.00%
07/28/15,1096.2,1094.1,1098.2,1090.7,176.08K,-0.02%
07/29/15,1092.6,1094.5,1100.9,1088.9,159.14K,-0.33%
07/30/15,1088.7,1096.6,1098.2,1081.5,169.10K,-0.36%
07/31/15,1095.1,1087.7,1103,1079.2,174.13K,0.59%
08/03/15,1089.4,1095.1,1098,1085.1,105.92K,-0.52%
08/04/15,1090.7,1085.3,1094.4,1080.2,114.10K,0.12%
08/05/15,1085.6,1087.3,1091.7,1082,116.05K,-0.47%
08/06/15,1090.1,1084.1,1093.3,1082.7,94.61K,0.41%
08/07/15,1094.1,1088.8,1098.9,1081.4,172.49K,0.37%
08/10/15,1104.1,1094,1108.5,1089,148.93K,0.91%
08/11/15,1107.7,1103.8,1119.1,1093.3,191.83K,0.33%
08/12/15,1123.6,1108.2,1125.5,1101.1,193.70K,1.44%
08/13/15,1115.6,1125.2,1126.3,1112.8,129.21K,-0.71%
08/14/15,1112.7,1114.6,1120.4,1111.1,102.23K,-0.26%
08/17/15,1118.4,1113.5,1122.2,1112.9,92.58K,0.51%
08/18/15,1116.9,1117.2,1120.4,1108.5,119.95K,-0.13%
08/19/15,1127.9,1117.2,1134.3,1115.5,154.35K,0.98%
08/20/15,1153.2,1133.3,1153.7,1132.1,187.18K,2.24%
08/21/15,1159.6,1153.3,1167.9,1148.5,196.06K,0.55%
08/24/15,1153.6,1160.2,1169.8,1145.1,264.14K,-0.52%
08/25/15,1138.3,1155.7,1156.3,1134,199.69K,-1.33%
08/26/15,1124.6,1139.9,1146,1116.9,207.12K,-1.20%
08/27/15,1122.6,1125,1128.5,1117,143.05K,-0.18%
08/28/15,1134,1124.4,1140.3,1123.1,152.11K,1.02%
08/31/15,1132.5,1132.7,1136.3,1125,98.95K,-0.13%
09/01/15,1139.8,1133.8,1147.3,1133.8,128.87K,0.64%
09/02/15,1133.6,1139,1141.9,1131.2,111.57K,-0.54%
09/03/15,1124.5,1133.2,1133.8,1121,106.47K,-0.80%
09/04/15,1121.4,1124.5,1133.1,1115.7,113.53K,-0.28%
09/07/15,1121,1123,1126,1114.7,142.51K,-0.04%
09/09/15,1102,1121,1124.7,1100.1,178.30K,-1.69%
09/10/15,1109.3,1105.7,1114.1,1102.5,121.43K,0.66%
09/11/15,1103.3,1110.2,1111.9,1097.7,119.50K,-0.54%
09/14/15,1107.7,1107,1109.8,1102.6,74.18K,0.40%
09/15/15,1102.6,1107.1,1108.5,1101.5,78.88K,-0.46%
09/16/15,1119,1104.4,1123.7,1103,131.15K,1.49%
09/17/15,1117,1118.7,1136,1114.7,143.64K,-0.18%
09/18/15,1137.8,1130,1141.5,1126.9,151.72K,1.86%
09/21/15,1132.8,1138.7,1139.4,1128.7,87.12K,-0.44%
09/22/15,1124.8,1132.6,1136.1,1120.5,117.44K,-0.71%
09/23/15,1131.5,1123.8,1134,1121.1,96.17K,0.60%
09/24/15,1153.8,1130,1156.4,1129.5,219.68K,1.97%
09/25/15,1145.6,1151,1151.1,1140.1,140.35K,-0.71%
09/28/15,1131.7,1145,1147.8,1127.3,143.47K,-1.21%
09/29/15,1126.8,1131.4,1134.3,1123.5,105.55K,-0.43%
09/30/15,1115.2,1127.2,1127.7,1110.8,156.47K,-1.03%
10/01/15,1113.7,1114.5,1118.5,1110.3,83.39K,-0.13%
10/02/15,1136.6,1112.5,1140.9,1103.8,190.00K,2.06%
10/05/15,1137.6,1137,1141.6,1129.6,119.48K,0.09%
10/06/15,1146.4,1134.7,1151,1134.5,128.18K,0.77%
10/07/15,1148.7,1146.5,1153.6,1141.3,113.15K,0.20%
10/08/15,1144.3,1145,1150.9,1135.9,121.19K,-0.38%
10/09/15,1155.9,1138.1,1159.3,1138,134.87K,1.01%
10/12/15,1164.5,1155,1168.6,1154.3,111.80K,0.74%
10/13/15,1165.4,1162.8,1168.6,1151.3,139.53K,0.08%
10/14/15,1179.8,1168.2,1189.9,1162.5,199.97K,1.24%
10/15/15,1187.5,1184,1191.7,1173.9,192.31K,0.65%
10/16/15,1183.1,1182.5,1184.8,1174.3,108.91K,-0.37%
10/19/15,1172.8,1176.9,1178.2,1168.3,108.77K,-0.87%
10/20/15,1177.5,1170.6,1181.4,1167.2,124.73K,0.40%
10/21/15,1167.1,1175.5,1179.3,1163.2,122.07K,-0.88%
10/22/15,1166.1,1166.8,1171.8,1161.4,117.32K,-0.09%
10/23/15,1162.8,1165.9,1179.4,1158.6,150.80K,-0.28%
10/26/15,1166.2,1163.8,1169.6,1162,84.87K,0.29%
10/27/15,1165.8,1163,1168.8,1160.5,91.66K,-0.03%
10/28/15,1176.1,1166.7,1183.1,1152.1,187.31K,0.88%
10/29/15,1147.3,1156.1,1162.5,1144.2,155.61K,-2.45%
10/30/15,1141.4,1146.6,1149.8,1138.4,123.17K,-0.51%
11/02/15,1135.9,1141.3,1142.7,1132.2,106.36K,-0.48%
11/03/15,1114.1,1132.9,1138,1113.6,157.45K,-1.92%
11/04/15,1106.2,1117.4,1122.3,1105.6,157.67K,-0.71%
11/05/15,1104.2,1106.8,1111.3,1102.2,144.64K,-0.18%
11/06/15,1087.7,1103.2,1109.7,1084.5,199.87K,-1.49%
11/09/15,1088.1,1089.1,1094.9,1087.4,141.89K,0.04%
11/10/15,1088.5,1090.8,1094.8,1084,144.17K,0.04%
11/11/15,1084.9,1088.5,1093.5,1083.2,171.73K,-0.33%
11/12/15,1081,1085.4,1089,1073,208.30K,-0.36%
11/13/15,1080.9,1083.5,1088,1078.2,130.83K,-0.01%
11/16/15,1083.6,1087.9,1097.4,1080.5,151.38K,0.25%
11/17/15,1068.6,1082.4,1085.1,1064.4,181.46K,-1.38%
11/18/15,1068.7,1070.2,1074.6,1062,154.64K,0.01%
11/19/15,1077.9,1069.3,1086.6,1068.3,177.56K,0.86%
11/20/15,1076.3,1079.7,1087.2,1074.9,157.70K,-0.15%
11/23/15,1066.8,1076.4,1076.5,1065,178.09K,-0.88%
11/24/15,1073.8,1068.5,1080.7,1068.1,158.53K,0.66%
11/25/15,1070,1075,1080.4,1067.1,148.66K,-0.35%
11/26/15,1056.2,1070.6,1073.9,1051.6,187.11K,-1.29%
11/30/15,1065.3,1056,1069.1,1052.2,113.17K,0.86%
12/01/15,1063.5,1064.6,1074,1062.6,121.57K,-0.17%
12/02/15,1053.8,1067.9,1071,1049.4,124.02K,-0.91%
12/03/15,1061.2,1053.5,1064.5,1045.4,173.77K,0.70%
12/04/15,1084.1,1062,1088.3,1057.2,208.90K,2.16%
12/07/15,1075.2,1085.5,1086.1,1065,109.37K,-0.82%
12/08/15,1075.3,1069.7,1078.4,1066.8,128.22K,0.01%
12/09/15,1076.5,1074.3,1085,1068.7,140.71K,0.11%
12/10/15,1072,1071.7,1076,1068.8,99.73K,-0.42%
12/11/15,1075.7,1071.4,1079.1,1061.7,152.62K,0.35%
12/14/15,1063.4,1073,1077.3,1058.1,121.86K,-1.14%
12/15/15,1061.6,1059.8,1067.9,1057.4,115.32K,-0.17%
12/16/15,1076.8,1060.3,1077.9,1060.2,143.15K,1.43%
12/17/15,1049.6,1072.2,1072.7,1046.8,168.67K,-2.53%
12/18/15,1065,1051.5,1071,1050,122.22K,1.47%
12/21/15,1080.6,1065.2,1081.4,1063.1,122.22K,1.46%
12/22/15,1074.1,1078,1080.3,1071.2,80.66K,-0.60%
12/23/15,1068.3,1072,1074.9,1067.6,69.36K,-0.54%
12/24/15,1075.9,1069.6,1076.6,1069.5,49.69K,0.71%
12/28/15,1068.3,1075.2,1076.5,1065.7,70.86K,-0.71%
12/29/15,1068,1068.3,1074.6,1066.7,87.64K,-0.03%
12/30/15,1059.8,1068.2,1071.5,1058.5,98.71K,-0.77%
12/31/15,1060.2,1060.6,1062.7,1056.5,55.71K,0.04%
01/04/16,1075.2,1061.5,1083,1061,159.79K,1.41%
01/05/16,1078.4,1073.5,1081.5,1071.9,104.64K,0.30%
01/06/16,1091.9,1076.8,1094.9,1074.4,191.80K,1.25%
01/07/16,1107.8,1093.7,1109.9,1091.1,217.27K,1.46%
01/08/16,1097.9,1108.8,1113.1,1091.8,193.45K,-0.89%
01/11/16,1096.2,1103.6,1108.3,1093.1,193.21K,-0.15%
01/12/16,1085.2,1094,1099.1,1083.1,167.65K,-1.00%
01/13/16,1087.1,1086.8,1095.6,1079.4,156.11K,0.18%
01/14/16,1073.6,1093.6,1095.4,1071.1,174.24K,-1.24%
01/15/16,1090.7,1079.2,1097.5,1076,173.46K,1.59%
01/18/16,1089.1,1089.3,1094.5,1082.1,160.11K,-0.15%
01/20/16,1106.2,1087.3,1109.9,1087.1,193.28K,1.57%
01/21/16,1098.2,1100.9,1106.2,1092.5,178.74K,-0.72%
01/22/16,1096.3,1101.6,1103.5,1094.4,142.74K,-0.17%
01/25/16,1105.3,1097.8,1109.2,1097.6,176.36K,0.82%
01/26/16,1120.2,1108.2,1123.2,1107.2,197.69K,1.35%
01/27/16,1115.8,1119.9,1128,1114.9,168.71K,-0.39%
01/28/16,1116.1,1126.2,1126.4,1110.2,151.22K,0.03%
01/29/16,1116.4,1114.8,1118.9,1108.5,133.25K,0.03%
02/01/16,1128,1118,1130.2,1115.3,118.52K,1.04%
02/02/16,1127.2,1128.5,1131.5,1122.6,117.73K,-0.07%
02/03/16,1141.3,1129.4,1146.2,1124.8,189.23K,1.25%
02/04/16,1157.5,1142.5,1157.9,1139.7,177.21K,1.42%
02/05/16,1157.7,1155.7,1175,1145.5,214.89K,0.02%
02/08/16,1197.9,1174,1201.4,1164.5,249.46K,3.47%
02/09/16,1198.6,1189.5,1199.3,1185.9,190.80K,0.06%
02/10/16,1194.6,1189.7,1198.1,1181.6,168.64K,-0.33%
02/11/16,1247.8,1197.5,1263.9,1196.3,365.65K,4.45%
02/12/16,1239.4,1247.1,1248.7,1232.9,191.13K,-0.67%
02/15/16,1208.2,1236.3,1236.3,1191.5,340.80K,-2.52%
02/17/16,1211.4,1201.9,1214.4,1196.2,162.45K,0.26%
02/18/16,1226.3,1209.5,1240.6,1201.3,182.12K,1.23%
02/19/16,1230.8,1231.2,1235.3,1220.6,184.25K,0.37%
02/22/16,1210.1,1226.9,1226.9,1202.5,160.97K,-1.68%
02/23/16,1222.6,1208.9,1229,1207.6,184.48K,1.03%
02/24/16,1239.1,1226,1254.3,1222.4,274.24K,1.35%
02/25/16,1238.8,1228.9,1244.4,1221.8,208.22K,-0.02%
02/26/16,1220.4,1232.5,1241.3,1212,218.71K,-1.49%
02/29/16,1234.4,1223.1,1241.8,1216.3,183.45K,1.15%
03/01/16,1230.8,1238.9,1249.3,1227.7,225.61K,-0.29%
03/02/16,1241.8,1232.3,1244.8,1225.1,182.78K,0.89%
03/03/16,1258.2,1240.8,1269.3,1238,226.30K,1.32%
03/04/16,1270.7,1264.6,1280.7,1250.1,361.18K,0.99%
03/07/16,1264,1260.5,1274.1,1257.4,212.79K,-0.53%
03/08/16,1262.9,1267.9,1279,1261,206.13K,-0.09%
03/09/16,1257.4,1262.2,1265.7,1243.6,223.14K,-0.44%
03/10/16,1272.8,1253.7,1274.3,1237.5,304.98K,1.22%
03/11/16,1259.4,1272,1287.8,1249,235.78K,-1.05%
03/14/16,1245.1,1250.9,1261.9,1229.9,207.56K,-1.14%
03/15/16,1231,1237,1238.7,1226,185.33K,-1.13%
03/16/16,1229.8,1233.1,1264.8,1227,203.81K,-0.10%
03/17/16,1265,1262,1271.9,1255.2,208.12K,2.86%
03/18/16,1254.3,1257.7,1267.7,1248.4,158.07K,-0.85%
03/21/16,1244.2,1255.2,1256.7,1241.2,176.62K,-0.81%
03/22/16,1248.6,1244.3,1260.9,1242.8,195.73K,0.35%
03/23/16,1224,1248.5,1249.8,1215.4,266.17K,-1.97%
03/24/16,1221.6,1220.7,1224.2,1211.2,169.70K,-0.20%
03/28/16,1220.1,1216,1223.2,1206,142.68K,-0.12%
03/29/16,1235.8,1221.5,1243.4,1215.3,189.73K,1.29%
03/30/16,1228.6,1243,1246.8,1224.9,183.33K,-0.58%
03/31/16,1235.6,1227,1242.3,1225.1,120.32K,0.57%
04/01/16,1223.5,1234.1,1237.2,1210.3,196.90K,-0.98%
04/04/16,1219.3,1223,1224.1,1215.7,91.06K,-0.34%
04/05/16,1229.6,1217.1,1238.8,1216,157.09K,0.84%
04/06/16,1223.8,1232.6,1233.8,1217.2,135.33K,-0.47%
04/07/16,1237.5,1224,1245,1224,189.41K,1.12%
04/08/16,1243.8,1241.8,1244.6,1231,132.37K,0.51%
04/11/16,1258,1241.8,1260.9,1241.6,160.93K,1.14%
